date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:47:43	23872/23872	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:42%20GMT	https://blueone.webflow.io/services-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/services-1.html	(from https://blueone.webflow.io/)
00:47:43	24959/24959	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:42%20GMT	https://blueone.webflow.io/services-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/services-2.html	(from https://blueone.webflow.io/)
00:47:43	21810/21810	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:43%20GMT	https://blueone.webflow.io/services-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/services-3.html	(from https://blueone.webflow.io/)
00:47:43	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:43%20GMT	https://blueone.webflow.io/service-single	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service-single	(from https://blueone.webflow.io/)
00:47:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:43%20GMT	https://blueone.webflow.io/contact-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-1	(from https://blueone.webflow.io/)
00:47:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:43%20GMT	https://blueone.webflow.io/contact-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-2	(from https://blueone.webflow.io/)
00:47:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:44%20GMT	https://blueone.webflow.io/contact-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-3	(from https://blueone.webflow.io/)
00:47:44	26810/26810	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:44%20GMT	https://blueone.webflow.io/our-team-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/our-team-1.html	(from https://blueone.webflow.io/)
00:47:45	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:17:44%20GMT	https://blueone.webflow.io/our-team-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/our-team-2	(from https://blueone.webflow.io/)
00:47:45	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:44%20GMT	https://blueone.webflow.io/our-team-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/our-team-3	(from https://blueone.webflow.io/)
00:47:45	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:45%20GMT	https://blueone.webflow.io/our-team-single	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/our-team-single	(from https://blueone.webflow.io/)
00:47:45	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:45%20GMT	https://blueone.webflow.io/faqs-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/faqs-1	(from https://blueone.webflow.io/)
00:47:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:45%20GMT	https://blueone.webflow.io/faqs-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/faqs-2	(from https://blueone.webflow.io/)
00:47:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:46%20GMT	https://blueone.webflow.io/faqs-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/faqs-3	(from https://blueone.webflow.io/)
00:47:46	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:46%20GMT	https://blueone.webflow.io/solutions-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solutions-2	(from https://blueone.webflow.io/)
00:47:47	30403/30403	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:46%20GMT	https://blueone.webflow.io/solutions-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solutions-3.html	(from https://blueone.webflow.io/)
00:47:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:46%20GMT	https://blueone.webflow.io/solutions-single	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solutions-single	(from https://blueone.webflow.io/)
00:47:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:47%20GMT	https://blueone.webflow.io/post/5-web-portal-examples-your-business-can-learn-from	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/5-web-portal-examples-your-business-can-learn-from	(from https://blueone.webflow.io/)
00:47:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:47%20GMT	https://blueone.webflow.io/post/benefits-of-telemedicine-in-nursing-homes	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/benefits-of-telemedicine-in-nursing-homes	(from https://blueone.webflow.io/)
00:47:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:47%20GMT	https://blueone.webflow.io/post/business-analysis-helps-you-in-finance	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/business-analysis-helps-you-in-finance	(from https://blueone.webflow.io/)
00:47:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:47%20GMT	https://blueone.webflow.io/style-guide	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/style-guide	(from https://blueone.webflow.io/)
00:47:48	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:48%20GMT	https://blueone.webflow.io/licenses	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/licenses	(from https://blueone.webflow.io/)
00:47:48	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=63485f0753250e3a8c4b7682	C:/Users/nayan/mypc/Downloads/nayolab_theme/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8f3c7.js	(from https://blueone.webflow.io/)
00:47:49	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:17:49%20GMT	https://blueone.webflow.io/solution/data-integration	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/data-integration	(from https://blueone.webflow.io/solutions-1)
00:47:49	266842/266842	---M-Z	200	added ('OK')	text/javascript	etag:%22ca8c37b8a880fffded1f0c97a1a66c62%22	https://assets.website-files.com/63485f0753250e3a8c4b7682/js/webflow.5ff73079e.js	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/63485f0753250e3a8c4b7682/js/webflow.5ff73079e.js	(from https://blueone.webflow.io/)
00:47:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:49%20GMT	https://blueone.webflow.io/solution/data-science	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/data-science	(from https://blueone.webflow.io/solutions-1)
00:47:50	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:49%20GMT	https://blueone.webflow.io/solution/big-data	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/big-data	(from https://blueone.webflow.io/solutions-1)
00:47:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:50%20GMT	https://blueone.webflow.io/solution/data-warehousing	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/data-warehousing	(from https://blueone.webflow.io/solutions-1)
00:47:50	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:50%20GMT	https://blueone.webflow.io/solution/self-service-bi	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/self-service-bi	(from https://blueone.webflow.io/solutions-1)
00:47:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:50%20GMT	https://blueone.webflow.io/solution/data-visualization	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/solution/data-visualization	(from https://blueone.webflow.io/solutions-1)
00:47:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:51%20GMT	https://blueone.webflow.io/home-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/home-2	(from https://blueone.webflow.io/)
00:47:51	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:17:51%20GMT	https://blueone.webflow.io/post/staffing-software-key-capabilities-and-top-products	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/staffing-software-key-capabilities-and-top-products.2b.delayed	(from https://blueone.webflow.io/home-3)
00:47:52	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:51%20GMT	https://blueone.webflow.io/post/2022-software-development-trends-explained-with-benefits	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/2022-software-development-trends-explained-with-benefits	(from https://blueone.webflow.io/home-3)
00:47:52	56991/56991	---M--	200	added ('OK')	image/jpeg	etag:%224373e33427ff2d986d2b62ce5d3fc5f1%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/635031309301719f096207b2_desola-lanre-ologun-vII7qKAk-9A-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/635031309301719f096207b2_desola-lanre-ologun-vII7qKAk-9A-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:53	46156/46156	---M--	200	added ('OK')	image/jpeg	etag:%2280f82774c0522e7090814b40bdbabb0e%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1c9eeab16814e77dc27e_carlos-muza-hpjSkU2UYSU-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1c9eeab16814e77dc27e_carlos-muza-hpjSkU2UYSU-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:53	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:52%20GMT	https://blueone.webflow.io/post/white-box-penetration-testing	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/white-box-penetration-testing	(from https://blueone.webflow.io/home-3)
00:47:53	47776/47776	---M--	200	added ('OK')	image/jpeg	etag:%225e0d9c1c2b546cb1c7db94c5c60c7aa7%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1c8514e5010243024517_scott-graham-5fNmWej4tAA-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1c8514e5010243024517_scott-graham-5fNmWej4tAA-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:53	30606/30606	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:53%20GMT	https://blueone.webflow.io/post/successful-businesses-of-the-future	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/successful-businesses-of-the-future.html	(from https://blueone.webflow.io/home-3)
00:47:54	75459/75459	---M--	200	added ('OK')	image/jpeg	etag:%22dd2cf7ffad30a7504a265924acceec6b%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1cb89c96a7442b75e674_tomasz-frankowski-kBUfvkbFIoE-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1cb89c96a7442b75e674_tomasz-frankowski-kBUfvkbFIoE-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:54	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:54%20GMT	https://blueone.webflow.io/post/data-secure-on-transitioning-to-a-new-office	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/data-secure-on-transitioning-to-a-new-office	(from https://blueone.webflow.io/home-3)
00:47:55	41873/41873	---M--	200	added ('OK')	image/jpeg	etag:%22fb116c1c728f247bd6197dedfac6bb78%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/6350326e50f1ed403f8eb1dc_campaign-creators-pypeCEaJeZY-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/6350326e50f1ed403f8eb1dc_campaign-creators-pypeCEaJeZY-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:55	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:55%20GMT	https://blueone.webflow.io/post/iso-13485-compliance-of-medical-devices	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/post/iso-13485-compliance-of-medical-devices	(from https://blueone.webflow.io/home-3)
00:47:56	36394/36394	---M--	200	added ('OK')	image/jpeg	etag:%226e89e63c14633842954ed2a102f51cc5%22	https://assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1cfb36d7240965d641c5_testalize-me-UmJKil_edI8-unsplash.jpg	C:/Users/nayan/mypc/Downloads/nayolab_theme/assets.website-files.com/634d08a6e6cf5898e5e09dc8/634f1cfb36d7240965d641c5_testalize-me-UmJKil_edI8-unsplash.jpg	(from https://blueone.webflow.io/home-3)
00:47:57	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:56%20GMT	https://blueone.webflow.io/blog-1?eeeaa228_page=2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/blog-129a6	(from https://blueone.webflow.io/blog-1)
00:47:57	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:56%20GMT	https://blueone.webflow.io/category/team-collaboration	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/team-collaboration	(from https://blueone.webflow.io/blog-1)
00:47:57	15697/15697	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2019:17:57%20GMT	https://blueone.webflow.io/category/email-marketing	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/email-marketing.html	(from https://blueone.webflow.io/blog-1)
00:47:57	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:57%20GMT	https://blueone.webflow.io/category/project-management	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/project-management	(from https://blueone.webflow.io/blog-1)
00:47:58	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:17:57%20GMT	https://blueone.webflow.io/category/defence	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/defence	(from https://blueone.webflow.io/blog-1)
00:47:58	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:57%20GMT	https://blueone.webflow.io/category/business-intelligence	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/business-intelligence	(from https://blueone.webflow.io/blog-1)
00:47:58	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:58%20GMT	https://blueone.webflow.io/category/fintech	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/category/fintech	(from https://blueone.webflow.io/blog-1)
00:47:58	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:17:58%20GMT	https://blueone.webflow.io/tag/proxy	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/proxy	(from https://blueone.webflow.io/blog-1)
00:47:59	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:58%20GMT	https://blueone.webflow.io/tag/information-security	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/information-security	(from https://blueone.webflow.io/blog-1)
00:47:59	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:58%20GMT	https://blueone.webflow.io/tag/data-analytics	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/data-analytics	(from https://blueone.webflow.io/blog-1)
00:47:59	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:59%20GMT	https://blueone.webflow.io/tag/app	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/app	(from https://blueone.webflow.io/blog-1)
00:47:59	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:59%20GMT	https://blueone.webflow.io/tag/management	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/management	(from https://blueone.webflow.io/blog-1)
00:48:00	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:59%20GMT	https://blueone.webflow.io/tag/big-data	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/big-data	(from https://blueone.webflow.io/blog-1)
00:48:00	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:17:59%20GMT	https://blueone.webflow.io/tag/media	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/media	(from https://blueone.webflow.io/blog-1)
00:48:00	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:00%20GMT	https://blueone.webflow.io/tag/team	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/tag/team	(from https://blueone.webflow.io/blog-1)
00:48:01	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:18:00%20GMT	https://blueone.webflow.io/blog-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/blog-3.html	(from https://blueone.webflow.io/)
00:48:01	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:00%20GMT	https://blueone.webflow.io/blog-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/blog-2	(from https://blueone.webflow.io/)
00:48:02	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:00%20GMT	https://blueone.webflow.io/blog-single	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/blog-single	(from https://blueone.webflow.io/)
00:48:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:01%20GMT	https://blueone.webflow.io/service/artificial-intelligence	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/artificial-intelligence	(from https://blueone.webflow.io/services-1)
00:48:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:01%20GMT	https://blueone.webflow.io/about-us-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/about-us-3	(from https://blueone.webflow.io/)
00:48:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:01%20GMT	https://blueone.webflow.io/about-us-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/about-us-1.html	(from https://blueone.webflow.io/)
00:48:02	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:02%20GMT	https://blueone.webflow.io/service/machine-learning	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/machine-learning	(from https://blueone.webflow.io/services-1)
00:48:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:02%20GMT	https://blueone.webflow.io/service/embed-analytics	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/embed-analytics	(from https://blueone.webflow.io/services-1)
00:48:03	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:02%20GMT	https://blueone.webflow.io/service/access-control	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/access-control	(from https://blueone.webflow.io/services-1)
00:48:03	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:02%20GMT	https://blueone.webflow.io/service/data-analytics	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/data-analytics	(from https://blueone.webflow.io/services-1)
00:48:03	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:03%20GMT	https://blueone.webflow.io/service/big-data-consulting	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service/big-data-consulting	(from https://blueone.webflow.io/services-1)
00:48:04	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:03%20GMT	https://blueone.webflow.io/contact-1	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-1	(from https://blueone.webflow.io/)
00:48:04	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:03%20GMT	https://blueone.webflow.io/service-single	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/service-single	(from https://blueone.webflow.io/)
00:48:04	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2011%20Jan%202023%2019:18:03%20GMT	https://blueone.webflow.io/contact-2	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-2	(from https://blueone.webflow.io/)
00:48:04	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Wed,%2011%20Jan%202023%2019:18:03%20GMT	https://blueone.webflow.io/contact-3	C:/Users/nayan/mypc/Downloads/nayolab_theme/blueone.webflow.io/contact-3	(from https://blueone.webflow.io/)
